Rk,Player,Tm,Age,Pos,G,GS,0-19_FGA,0-19_FGM,20-29_FGA,20-29_FGM,30-39_FGA,30-39_FGM,40-49_FGA,40-49_FGM,50+_FGA,50+_FGM,Scoring_FGA,Scoring_FGM,Scoring_Lng,Scoring_FG%,Scoring_XPA,Scoring_XPM,Scoring_XP%,Kickoffs_KO,Kickoffs_KOYds,Kickoffs_TB,Kickoffs_TB%,Kickoffs_KOAvg,season
11,Justin Tucker,BAL,23,K,16,0,,,8,8,8,8,13,10,4,4,33,30,56,0.909,42,42,1,88,5607,49,0.557,63.7,2012
12,Connor Barth,TAM,26,K,15,0,,,7,7,4,3,13,12,9,6,33,28,57,0.848,39,39,1,,,,,,2012
13,Adam Vinatieri,IND,40,K,16,0,1,1,8,8,7,4,10,9,7,4,33,26,53,0.788,37,37,1,,,,,,2012
14,Matt Prater,DEN,28,K,16,0,1,1,7,7,11,10,9,5,4,3,32,26,53,0.813,55,55,1,98,6254,65,0.663,63.8,2012
15,Dan Bailey,DAL,24,K,16,0,1,1,5,5,13,13,7,7,5,3,31,29,51,0.935,37,37,1,84,5089,30,0.357,60.6,2012
16,Rob Bironas,TEN,34,K,16,0,,,6,6,13,13,10,5,2,1,31,25,53,0.806,35,35,1,74,4583,37,0.5,61.9,2012
17,Shaun Suisham,PIT,31,K,16,0,,,8,7,8,8,12,12,3,1,31,28,52,0.903,34,34,1,75,4746,29,0.387,63.3,2012
18,Phil Dawson,CLE,37,K,16,0,,,9,8,9,8,6,6,7,7,31,29,53,0.935,29,29,1,77,4820,30,0.39,62.6,2012
19,Alex Henery,PHI,25,K,16,0,,,9,8,9,8,12,11,1,,31,27,49,0.871,26,25,0.962,70,4405,26,0.371,62.9,2012
20,Greg Zuerlein,STL,25,K,16,0,1,1,4,4,6,4,7,7,13,7,31,23,60,0.742,26,26,1,67,4388,37,0.552,65.5,2012
21,Jay Feely,ARI,36,K,16,0,,,6,6,10,9,10,8,2,2,28,25,61,0.893,25,25,1,63,3928,29,0.46,62.3,2012
22,Josh Scobee,JAX,30,K,16,0,1,1,4,4,8,8,13,11,2,1,28,25,50,0.893,19,18,0.947,69,4356,26,0.377,63.1,2012
23,Stephen Hauschka,SEA,27,K,16,0,1,1,7,7,10,10,5,5,4,1,27,24,52,0.889,48,46,0.958,87,5623,36,0.414,64.6,2012
24,Nick Folk,NYJ,28,K,16,0,,,8,7,8,6,7,5,4,3,27,21,54,0.778,30,30,1,68,4231,12,0.176,62.2,2012
25,Dan Carpenter,MIA,27,K,14,0,,,3,3,9,9,10,8,5,2,27,22,53,0.815,26,26,1,65,4169,30,0.462,64.1,2012
26,Robbie Gould,CHI,30,K,13,0,,,7,7,7,5,9,7,2,2,25,21,54,0.84,33,33,1,66,4306,38,0.576,65.2,2012
27,Rian Lindell,BUF,35,K,16,0,1,1,3,3,11,10,7,6,2,1,24,21,50,0.875,39,39,1,47,2878,7,0.149,61.2,2012
28,Mike Nugent,CIN,30,K,12,0,2,2,5,5,5,5,9,6,2,1,23,19,55,0.826,35,35,1,65,4252,21,0.323,65.4,2012
29,Garrett Hartley,NOR,26,K,16,0,,,9,9,6,4,3,2,4,3,22,18,53,0.818,57,57,1,2,24,,,12,2012
30,Nick Novak,SDG,31,K,13,0,1,1,5,5,6,6,4,4,4,2,20,18,51,0.9,33,33,1,62,3951,22,0.355,63.7,2012
31,Kai Forbath,WAS,25,K,11,0,,,3,3,3,2,11,11,1,1,18,17,50,0.944,34,33,0.971,62,3853,15,0.242,62.1,2012
32,Billy Cundiff,WAS,32,K,5,0,,,1,1,5,3,4,3,2,,12,7,45,0.583,17,17,1,29,1841,18,0.621,63.5,2012
33,Josh Brown,CIN,33,K,4,0,,,3,3,4,4,3,3,2,1,12,11,52,0.917,8,8,1,23,1475,6,0.261,64.1,2012
34,Graham Gano,CAR,25,K,6,0,,,3,3,3,3,3,2,2,1,11,9,51,0.818,21,20,0.952,35,2320,20,0.571,66.3,2012
35,Justin Medlock,CAR,29,K,10,0,,,2,2,3,3,4,2,1,,10,7,45,0.7,23,23,1,41,2388,17,0.415,58.2,2012
36,Nate Kaeding,2TM,30,K,5,0,1,1,3,3,,,6,4,,,10,8,45,0.8,9,9,1,22,1408,12,0.545,64,2012
37,Olindo Mare,CHI,39,K,3,0,,,3,2,3,3,2,1,,,8,6,40,0.75,7,7,1,16,1045,10,0.625,65.3,2012
38,Matthew Bosher,ATL,25,P,16,0,,,,,,,,,,,,,,,,,,94,6094,45,0.479,64.8,2012
39,Thomas Morstead,NOR,26,P,16,0,,,,,,,,,,,,,,,,,,90,5698,45,0.5,63.3,2012
40,Michael Koenen,TAM,30,P,16,0,,,,,,,,,,,,,,,,,,87,5593,58,0.667,64.3,2012
41,Pat McAfee,IND,25,P,16,0,,,,,,,,,,,,,,,,,,79,5213,45,0.57,66,2012
42,Adam Podlesh,CHI,29,P,16,0,,,,,,,,,,,,,,,,,,4,245,1,0.25,61.3,2012
43,Britton Colquitt,DEN,27,P,16,0,,,,,,,,,,,,,,,,,,1,60,,,60,2012
44,Johnny Hekker,STL,22,P,16,0,,,,,,,,,,,,,,,,,,1,9,,,9,2012
45,Donnie Jones,HOU,32,P,16,0,,,,,,,,,,,,,,,,,,1,58,,,58,2012
46,Sam Koch,BAL,30,P,16,0,,,,,,,,,,,,,,,,,,1,64,,,64,2012
47,Andy Lee,SFO,30,P,16,0,,,,,,,,,,,,,,,,,,1,63,,,63,2012
48,Robert Malone,NYJ,24,P,16,0,,,,,,,,,,,,,,,,,,1,67,,,67,2012
49,Zoltan Mesko,NWE,26,P,16,0,,,,,,,,,,,,,,,,,,1,60,,,60,2012
50,Brad Nortman,CAR,23,P,16,0,,,,,,,,,,,,,,,,,,1,68,,,68,2012
51,Jon Ryan,SEA,31,P,16,0,,,,,,,,,,,,,,,,,,1,66,,,66,2012
52,Dave Zastudil,ARI,34,P,16,0,,,,,,,,,,,,,,,,,,1,62,,,62,2012
1,David Akers,SFO,37,K,16,0,2,2,16,16,14,13,11,6,9,7,52,44,55,0.846,34,34,1,93,6077,47,0.505,65.3,2011
2,Graham Gano,WAS,24,K,16,0,,,15,14,9,5,11,8,6,4,41,31,59,0.756,26,25,0.962,73,4426,32,0.438,60.6,2011
3,Neil Rackers,HOU,35,K,16,0,,,14,14,11,10,8,4,5,4,38,32,54,0.842,40,39,0.975,36,2182,15,0.417,60.6,2011
4,Mike Nugent,CIN,29,K,16,0,,,14,14,8,5,16,14,,,38,33,49,0.868,34,33,0.971,80,5215,36,0.45,65.2,2011
5,Dan Bailey,DAL,23,K,16,0,1,1,9,8,11,11,12,10,4,2,37,32,51,0.865,39,39,1,67,4243,24,0.358,63.3,2011
6,Billy Cundiff,BAL,31,K,15,0,1,1,9,9,12,10,9,7,6,1,37,28,51,0.757,38,38,1,76,4881,44,0.579,64.2,2011
7,Sebastian Janikowski,OAK,33,K,15,0,1,1,8,8,5,5,11,10,10,7,35,31,63,0.886,36,36,1,80,4968,32,0.4,62.1,2011
8,John Kasay,NOR,42,K,16,0,,,11,11,10,10,8,5,5,2,34,28,53,0.824,63,63,1,2,18,,,9,2011
9,Nick Novak,SDG,30,K,15,0,,,11,11,5,4,11,8,7,4,34,27,53,0.794,42,41,0.976,86,5551,30,0.349,64.5,2011
10,Dan Carpenter,MIA,26,K,14,0,,,11,10,7,6,12,11,4,2,34,29,58,0.853,26,26,1,68,4420,39,0.574,65,2011
11,Stephen Gostkowski,NWE,27,K,16,0,1,1,13,12,6,5,11,9,2,1,33,28,50,0.848,59,59,1,103,6568,41,0.398,63.8,2011
12,Robbie Gould,CHI,29,K,16,0,,,10,10,6,6,10,6,6,6,32,28,57,0.875,37,37,1,81,5119,43,0.531,63.2,2011
13,Rob Bironas,TEN,33,K,16,0,,,5,5,10,9,10,9,7,6,32,29,53,0.906,34,34,1,78,4847,44,0.564,62.1,2011
14,Shaun Suisham,PIT,30,K,16,0,2,2,8,8,8,6,11,6,2,1,31,23,51,0.742,36,36,1,72,4698,28,0.389,65.3,2011
15,Stephen Hauschka,SEA,26,K,16,0,2,2,6,5,10,9,8,7,4,2,30,25,52,0.833,34,34,1,75,4899,26,0.347,65.3,2011
16,Ryan Succop,KAN,25,K,16,0,1,1,7,7,7,6,12,7,3,3,30,24,54,0.8,20,20,1,59,3589,31,0.525,60.8,2011
17,Jason Hanson,DET,41,K,16,0,,,9,9,9,8,4,2,7,5,29,24,51,0.828,54,54,1,96,6156,45,0.469,64.1,2011
18,Matt Bryant,ATL,36,K,16,0,2,2,9,9,9,9,7,5,2,2,29,27,51,0.931,45,45,1,,,,,,2011
19,Phil Dawson,CLE,36,K,16,0,,,9,7,4,3,8,7,8,7,29,24,54,0.828,20,20,1,59,3661,10,0.169,62.1,2011
20,Mason Crosby,GNB,27,K,16,0,1,1,5,4,14,14,5,3,3,2,28,24,58,0.857,69,68,0.986,108,6892,49,0.454,63.8,2011
21,Olindo Mare,CAR,38,K,16,0,1,1,7,7,9,6,9,8,2,,28,22,45,0.786,45,44,0.978,84,5366,53,0.631,63.9,2011
22,Ryan Longwell,MIN,37,K,16,0,,,7,7,8,7,10,6,3,2,28,22,53,0.786,39,38,0.974,77,4878,19,0.247,63.4,2011
23,Connor Barth,TAM,25,K,16,0,,,5,5,6,6,14,13,3,2,28,26,55,0.929,23,23,1,,,,,,2011
24,Josh Brown,STL,32,K,16,0,,,7,7,7,6,12,8,2,,28,21,49,0.75,18,18,1,,,,,,2011
25,Alex Henery,PHI,24,K,16,0,,,10,10,11,9,4,4,2,1,27,24,51,0.889,46,46,1,85,5433,32,0.376,63.9,2011
26,Adam Vinatieri,IND,39,K,16,0,,,7,7,7,6,10,8,3,2,27,23,53,0.852,24,24,1,,,,,,2011
27,Nick Folk,NYJ,27,K,16,0,,,6,5,6,6,7,5,6,3,25,19,51,0.76,44,44,1,81,5094,17,0.21,62.9,2011
28,Matt Prater,DEN,27,K,16,0,,,6,5,8,8,7,3,4,3,25,19,59,0.76,30,30,1,69,4393,47,0.681,63.7,2011
29,Josh Scobee,JAX,29,K,16,0,1,1,5,5,5,5,8,7,6,5,25,23,55,0.92,24,24,1,62,4097,39,0.629,66.1,2011
30,Lawrence Tynes,NYG,33,K,16,0,,,12,12,4,3,5,3,3,1,24,19,50,0.792,43,43,1,79,5077,34,0.43,64.3,2011
31,Jay Feely,ARI,35,K,16,0,,,9,9,6,4,7,5,2,1,24,19,51,0.792,33,33,1,71,4779,22,0.31,67.3,2011
32,Rian Lindell,BUF,34,K,8,0,,,6,6,3,2,6,5,,,15,13,49,0.867,25,25,1,43,2733,12,0.279,63.6,2011
33,Dave Rayner,2TM,29,K,8,0,,,6,5,4,3,1,,4,2,15,10,56,0.667,13,13,1,30,1740,7,0.233,58,2011
34,Shayne Graham,2TM,34,K,3,0,,,4,4,,,3,2,,,7,6,48,0.857,8,8,1,16,1003,1,0.063,62.7,2011
35,Brandon Coutu,BUF,27,K,1,0,,,,,,,1,,,,1,,,0,3,3,1,4,246,,,61.5,2011
36,Mike Scifres,SDG,31,P,16,0,,,,,,,1,1,,,1,1,40,1,3,3,1,4,239,2,0.5,59.8,2011
37,Thomas Morstead,NOR,25,P,16,0,,,,,,,,,,,,,,,,,,105,6807,68,0.648,64.8,2011
38,Matthew Bosher,ATL,24,P,16,0,,,,,,,,,,,,,,,,,,88,5671,25,0.284,64.4,2011
39,Michael Koenen,TAM,29,P,16,0,,,,,,,,,,,,,,,,,,69,4177,37,0.536,60.5,2011
40,Pat McAfee,IND,24,P,16,0,,,,,,,,,,,,,,,,,,63,4010,41,0.651,63.7,2011
41,Brett Hartmann,HOU,24,P,12,0,,,,,,,,,,,,,,,,,,50,3275,23,0.46,65.5,2011
42,Jason Brown,STL,28,C/RG,14,14,,,,,,,,,,,,,,,,,,48,3072,12,0.25,64,2011
43,David Buehler,DAL,24,K,4,0,,,,,,,,,,,,,,,,,,18,1179,9,0.5,65.5,2011
44,Brandon Fields,MIA,27,P,16,0,,,,,,,,,,,,,,,,,,3,156,,,52,2011
45,Steve Weatherford,NYG,29,P,16,0,,,,,,,,,,,,,,,,,,3,85,,,28.3,2011
46,Dave Zastudil,ARI,33,P,15,0,,,,,,,,,,,,,,,,,,3,178,,,59.3,2011
47,Sam Koch,BAL,29,P,16,0,,,,,,,,,,,,,,,,,,2,113,1,0.5,56.5,2011
48,Tim Masthay,GNB,24,P,16,0,,,,,,,,,,,,,,,,,,2,113,,,56.5,2011
49,Brian Moorman,BUF,35,P,16,0,,,,,,,,,,,,,,,,,,2,85,,,42.5,2011
50,Matt Turk,2TM,43,P,9,0,,,,,,,,,,,,,,,,,,2,116,,,58,2011
51,Russell Allen,JAX,25,RLB,16,6,,,,,,,,,,,,,,,,,,1,20,,,20,2011
52,Britton Colquitt,DEN,26,P,16,0,,,,,,,,,,,,,,,,,,1,66,,,66,2011
53,Dustin Colquitt,KAN,29,P,16,0,,,,,,,,,,,,,,,,,,1,57,,,57,2011
54,Ryan Donahue,DET,23,P,8,0,,,,,,,,,,,,,,,,,,1,59,,,59,2011
55,Chris Kluwe,MIN,30,P,16,0,,,,,,,,,,,,,,,,,,1,36,,,36,2011
56,Andy Lee,SFO,29,P,16,0,,,,,,,,,,,,,,,,,,1,51,,,51,2011
57,Mat McBriar,DAL,32,P,14,0,,,,,,,,,,,,,,,,,,1,62,,,62,2011
58,Zoltan Mesko,NWE,25,P,16,0,,,,,,,,,,,,,,,,,,1,64,,,64,2011
59,Adam Podlesh,CHI,28,P,16,0,,,,,,,,,,,,,,,,,,1,50,,,50,2011
1,Sebastian Janikowski,OAK,32,K,16,0,,,8,8,14,13,12,8,7,4,41,33,59,0.805,43,43,1,93,6007,29,0.312,64.6,2010
2,Dan Carpenter,MIA,25,K,16,0,1,1,9,9,5,5,18,11,8,4,41,30,60,0.732,25,25,1,70,4470,14,0.2,63.9,2010
3,Nick Folk,NYJ,26,K,16,0,1,1,11,10,16,14,6,3,5,2,39,30,56,0.769,37,37,1,81,4986,7,0.086,61.6,2010
4,Josh Brown,STL,31,K,16,0,,,12,11,14,12,9,7,4,3,39,33,53,0.846,27,26,0.963,,,,,,2010
5,David Akers,PHI,36,K,16,0,,,12,12,11,9,12,10,3,1,38,32,50,0.842,47,47,1,96,6135,23,0.24,63.9,2010
6,Graham Gano,WAS,23,K,16,0,1,1,10,8,7,4,14,11,3,,35,24,49,0.686,28,28,1,71,4617,9,0.127,65,2010
7,David Buehler,DAL,23,K,16,0,,,8,8,7,4,11,8,6,4,32,24,53,0.75,44,42,0.955,84,5409,22,0.262,64.4,2010
8,Jeff Reed,2TM,31,K,14,0,2,2,10,9,9,8,7,3,4,2,32,24,53,0.75,32,32,1,71,4341,6,0.085,61.1,2010
9,Matt Bryant,ATL,35,K,16,0,,,11,11,9,8,10,8,1,1,31,28,51,0.903,44,44,1,,,,,,2010
10,Neil Rackers,HOU,34,K,16,0,,,8,8,11,11,7,5,4,3,30,27,57,0.9,43,43,1,86,5658,13,0.151,65.8,2010
11,Robbie Gould,CHI,28,K,16,0,1,1,9,9,9,8,7,4,4,3,30,25,54,0.833,35,35,1,77,4890,16,0.208,63.5,2010
12,Olindo Mare,SEA,37,K,16,0,2,2,12,10,7,7,7,5,2,1,30,25,51,0.833,31,31,1,72,4679,20,0.278,65,2010
13,Billy Cundiff,BAL,30,K,16,0,,,11,11,9,8,8,7,1,,29,26,49,0.897,39,39,1,79,5399,40,0.506,68.3,2010
14,John Kasay,CAR,41,K,16,0,,,9,9,2,2,14,11,4,3,29,25,55,0.862,17,17,1,4,228,,,57,2010
15,Adam Vinatieri,IND,38,K,16,0,,,8,8,10,9,10,9,,,28,26,48,0.929,51,51,1,,,,,,2010
16,Mason Crosby,GNB,26,K,16,0,1,1,8,7,5,4,10,8,4,2,28,22,56,0.786,46,46,1,84,5088,4,0.048,60.6,2010
17,Josh Scobee,JAX,28,K,16,0,2,2,3,3,7,6,14,9,2,2,28,22,59,0.786,41,41,1,76,4949,15,0.197,65.1,2010
18,Nate Kaeding,SDG,28,K,13,0,,,6,6,8,7,10,9,4,1,28,23,50,0.821,40,40,1,72,4490,4,0.056,62.4,2010
19,Connor Barth,TAM,24,K,16,0,,,6,6,10,10,10,6,2,1,28,23,53,0.821,36,36,1,78,4809,1,0.013,61.7,2010
20,Phil Dawson,CLE,35,K,16,0,3,3,7,7,10,10,5,3,3,,28,23,48,0.821,28,28,1,67,4035,7,0.104,60.2,2010
21,Jay Feely,ARI,34,K,16,0,,,8,8,6,6,10,8,3,2,27,24,55,0.889,29,29,1,70,4512,16,0.229,64.5,2010
22,Ryan Succop,KAN,24,K,16,0,,,6,6,9,7,8,6,3,1,26,20,53,0.769,42,42,1,78,4730,8,0.103,60.6,2010
23,Rob Bironas,TEN,32,K,16,0,,,6,6,9,8,8,8,3,2,26,24,55,0.923,38,38,1,76,4956,17,0.224,65.2,2010
24,Garrett Hartley,NOR,24,K,14,0,1,1,6,4,9,7,7,6,2,2,25,20,52,0.8,40,40,1,34,2096,4,0.118,61.6,2010
25,Lawrence Tynes,NYG,32,K,15,0,,,12,12,4,2,4,3,3,2,23,19,53,0.826,43,43,1,78,4826,6,0.077,61.9,2010
26,Rian Lindell,BUF,33,K,16,0,1,1,6,6,6,5,2,1,6,3,21,16,51,0.762,32,31,0.969,67,4192,8,0.119,62.6,2010
27,Mike Nugent,CIN,28,K,9,0,,,5,5,7,7,3,1,4,2,19,15,54,0.789,17,17,1,44,2765,7,0.159,62.8,2010
28,Ryan Longwell,MIN,36,K,16,0,,,7,7,9,8,2,2,,,18,17,48,0.944,31,30,0.968,65,4047,3,0.046,62.3,2010
29,Matt Prater,DEN,26,K,12,0,,,3,3,7,7,5,4,3,2,18,16,59,0.889,29,28,0.966,57,3688,20,0.351,64.7,2010
30,Dave Rayner,DET,28,K,8,0,,,3,3,3,3,8,5,2,2,16,13,55,0.813,16,16,1,34,2136,2,0.059,62.8,2010
31,Shaun Suisham,PIT,29,K,7,0,1,1,4,4,1,1,9,8,,,15,14,48,0.933,19,19,1,40,2323,2,0.05,58.1,2010
32,Jason Hanson,DET,40,K,8,0,,,1,1,4,4,5,4,4,3,14,12,52,0.857,19,19,1,40,2458,1,0.025,61.5,2010
33,Stephen Gostkowski,NWE,26,K,8,0,,,2,2,7,6,3,2,1,,13,10,43,0.769,26,26,1,42,2750,15,0.357,65.5,2010
34,Joe Nedney,SFO,37,K,9,0,,,6,6,2,2,2,1,3,2,13,11,51,0.846,17,17,1,37,2420,4,0.108,65.4,2010
35,Shayne Graham,2TM,33,K,9,0,1,1,5,5,5,5,1,1,,,12,12,41,1,41,39,0.951,62,3800,3,0.048,61.3,2010
36,Clint Stitser,CIN,25,K,5,0,,,5,4,2,2,1,1,,,8,7,47,0.875,10,8,0.8,23,1312,,,57,2010
37,Stephen Hauschka,DEN,25,K,4,0,,,1,1,3,3,3,2,,,7,6,46,0.857,10,10,1,20,1224,2,0.1,61.2,2010
38,John Carney,NOR,46,K,2,0,,,2,1,4,4,,,,,6,5,32,0.833,3,3,1,1,11,,,11,2010
39,Kris Brown,SDG,34,K,3,0,,,1,1,3,3,,,1,,5,4,36,0.8,8,8,1,17,978,1,0.059,57.5,2010
40,Aaron Pettrey,CIN,24,K,2,0,1,1,2,1,,,1,,,,4,2,28,0.5,5,5,1,8,491,1,0.125,61.4,2010
41,Shane Andrus,SFO,30,K,2,0,,,1,1,2,1,1,,,,4,2,38,0.5,3,3,1,6,359,,,59.8,2010
42,Wes Welker,NWE,29,WR,15,11,,,,,,,,,,,,,,,1,1,1,1,45,,,45,2010
43,Ndamukong Suh,DET,23,LDT,16,16,,,,,,,,,,,,,,,1,,0,,,,,,2010
44,Michael Koenen,ATL,28,P,16,0,,,,,,,,,,,,,,,,,,88,5926,23,0.261,67.3,2010
45,Pat McAfee,IND,23,P,15,0,,,,,,,,,,,,,,,,,,84,5595,16,0.19,66.6,2010
46,Jason Brown,STL,27,C,16,16,,,,,,,,,,,,,,,,,,73,4819,5,0.068,66,2010
47,Thomas Morstead,NOR,24,P,16,0,,,,,,,,,,,,,,,,,,49,3315,10,0.204,67.7,2010
48,Jeremy Kapinos,2TM,26,P,5,0,,,,,,,,,,,,,,,,,,8,481,,,60.1,2010
49,Mike Scifres,SDG,30,P,16,0,,,,,,,,,,,,,,,,,,7,371,1,0.143,53,2010
50,Nick Harris,DET,32,P,16,0,,,,,,,,,,,,,,,,,,3,168,,,56,2010
51,Matt Dodge,NYG,23,P,16,0,,,,,,,,,,,,,,,,,,2,117,,,58.5,2010
52,Andy Lee,SFO,28,P,16,0,,,,,,,,,,,,,,,,,,2,100,,,50,2010
53,Britton Colquitt,DEN,25,P,16,0,,,,,,,,,,,,,,,,,,1,69,,,69,2010
54,Kevin Huber,CIN,25,P,16,0,,,,,,,,,,,,,,,,,,1,62,,,62,2010
55,Brad Maynard,CHI,36,P,16,0,,,,,,,,,,,,,,,,,,1,53,,,53,2010
56,Mat McBriar,DAL,31,P,16,0,,,,,,,,,,,,,,,,,,1,69,,,69,2010
57,Brian Moorman,BUF,34,P,16,0,,,,,,,,,,,,,,,,,,1,35,,,35,2010
58,Jon Ryan,SEA,29,P,16,0,,,,,,,,,,,,,,,,,,1,66,,,66,2010
59,Hunter Smith,WAS,33,P,9,0,,,,,,,,,,,,,,,,,,1,15,,,15,2010
1,David Akers,PHI,35,K,16,0,1,1,11,11,9,8,13,11,3,1,37,32,52,0.865,45,43,0.956,94,6117,11,0.117,65.1,2009
2,Mason Crosby,GNB,25,K,16,0,1,1,13,13,9,7,7,4,6,2,36,27,52,0.75,49,48,0.98,94,5805,12,0.128,61.8,2009
3,Jay Feely,NYJ,33,K,16,0,,,6,6,15,12,14,11,1,1,36,30,55,0.833,32,32,1,82,5378,10,0.122,65.6,2009
4,Nate Kaeding,SDG,27,K,16,0,2,2,17,17,4,4,8,6,4,3,35,32,55,0.914,51,50,0.98,97,6139,9,0.093,63.3,2009
5,Matt Prater,DEN,25,K,16,0,,,14,14,8,6,10,8,3,2,35,30,51,0.857,32,32,1,78,5304,28,0.359,68,2009
6,Rian Lindell,BUF,32,K,16,0,,,12,12,9,9,9,6,3,1,33,28,56,0.848,24,24,1,68,4277,6,0.088,62.9,2009
7,Lawrence Tynes,NYG,31,K,16,0,,,12,10,13,11,6,5,1,1,32,27,52,0.844,45,45,1,86,5343,6,0.07,62.1,2009
8,Kris Brown,HOU,33,K,16,0,,,13,11,9,6,6,2,4,2,32,21,56,0.656,44,43,0.977,82,5402,10,0.122,65.9,2009
9,Rob Bironas,TEN,31,K,16,0,,,8,8,6,4,12,10,6,5,32,27,53,0.844,37,37,1,81,5186,7,0.086,64,2009
10,Stephen Gostkowski,NWE,25,K,16,0,,,7,7,13,12,8,5,3,2,31,26,53,0.839,47,47,1,91,6096,21,0.231,67,2009
11,Jeff Reed,PIT,30,K,16,0,1,1,7,7,16,15,5,4,2,,31,27,46,0.871,41,41,1,81,4840,3,0.037,59.8,2009
12,Ryan Succop,KAN,23,K,16,0,,,10,10,7,7,7,6,5,2,29,25,53,0.862,29,29,1,72,4451,7,0.097,61.8,2009
13,Sebastian Janikowski,OAK,31,K,16,0,,,3,3,8,8,10,9,8,6,29,26,61,0.897,17,17,1,58,3797,17,0.293,65.5,2009
14,Ryan Longwell,MIN,35,K,16,0,1,1,10,10,6,5,9,8,2,2,28,26,52,0.929,55,54,0.982,98,6227,5,0.051,63.5,2009
15,Dan Carpenter,MIA,24,K,16,0,,,9,9,8,7,9,8,2,1,28,25,52,0.893,38,37,0.974,79,4974,7,0.089,63,2009
16,Nick Folk,DAL,25,K,14,0,1,1,6,5,7,6,12,5,2,1,28,18,51,0.643,36,36,1,2,17,,,8.5,2009
17,Robbie Gould,CHI,27,K,16,0,,,9,9,6,6,10,7,3,2,28,24,52,0.857,33,33,1,73,4747,8,0.11,65,2009
18,Josh Scobee,JAX,27,K,16,0,,,7,6,5,5,7,3,9,4,28,18,52,0.643,31,30,0.968,64,4222,17,0.266,66,2009
19,Shayne Graham,CIN,32,K,16,0,,,11,10,10,8,3,3,4,2,28,23,53,0.821,29,28,0.966,69,4308,8,0.116,62.4,2009
20,Jason Hanson,DET,39,K,16,0,,,5,5,9,8,10,7,4,1,28,21,50,0.75,25,25,1,63,3926,4,0.063,62.3,2009
21,John Kasay,CAR,40,K,16,0,,,7,7,10,9,6,5,4,1,27,22,50,0.815,32,31,0.969,,,,,,2009
22,Olindo Mare,SEA,36,K,16,0,,,9,9,11,10,6,5,,,26,24,47,0.923,28,28,1,69,4661,22,0.319,67.6,2009
23,Shaun Suisham,2TM,28,K,14,0,,,10,9,7,5,6,6,1,,24,20,48,0.833,26,25,0.962,52,3058,5,0.096,58.8,2009
24,Josh Brown,STL,30,K,16,0,,,5,5,5,4,7,4,7,6,24,19,55,0.792,16,16,1,,,,,,2009
25,Billy Cundiff,2TM,29,K,12,0,1,1,9,9,8,5,3,3,2,,23,18,46,0.783,23,23,1,54,3379,3,0.056,62.6,2009
26,Joe Nedney,SFO,36,K,14,0,,,4,4,8,7,6,4,3,2,21,17,51,0.81,33,33,1,63,4127,5,0.079,65.5,2009
27,Jason Elam,ATL,39,K,11,0,,,4,4,8,4,5,3,2,1,19,12,50,0.632,33,32,0.97,,,,,,2009
28,Phil Dawson,CLE,34,K,11,0,,,7,7,5,5,6,5,1,,19,17,49,0.895,19,18,0.947,49,2871,4,0.082,58.6,2009
29,Connor Barth,TAM,23,K,9,0,,,2,2,6,4,7,5,4,3,19,14,54,0.737,12,12,1,36,2309,6,0.167,64.1,2009
30,John Carney,NOR,45,K,11,0,,,6,6,8,5,3,2,,,17,13,46,0.765,52,50,0.962,,,,,,2009
31,Neil Rackers,ARI,33,K,14,0,,,4,4,6,6,7,6,,,17,16,48,0.941,38,37,0.974,65,4118,14,0.215,63.4,2009
32,Stephen Hauschka,BAL,24,K,9,0,,,1,1,7,5,5,3,,,13,9,44,0.692,28,27,0.964,46,2969,3,0.065,64.5,2009
33,Matt Stover,IND,41,K,10,0,,,2,2,6,5,2,2,1,,11,9,43,0.818,33,33,1,,,,,,2009
34,Garrett Hartley,NOR,23,K,5,0,1,1,3,3,6,5,,,1,,11,9,38,0.818,11,10,0.909,3,183,1,0.333,61,2009
35,Matt Bryant,ATL,34,K,5,0,,,2,2,4,4,2,,2,1,10,7,51,0.7,10,10,1,,,,,,2009
36,Adam Vinatieri,IND,37,K,6,0,1,1,3,3,2,1,2,2,1,,9,7,48,0.778,18,17,0.944,,,,,,2009
37,Mike Nugent,2TM,27,K,6,0,1,1,1,1,2,1,4,1,,,8,4,48,0.5,14,14,1,23,1359,1,0.043,59.1,2009
38,Graham Gano,WAS,22,K,4,0,,,2,2,,,2,2,,,4,4,46,1,7,6,0.857,15,986,3,0.2,65.7,2009
39,Ricky Schmitt,SFO,24,K,1,0,,,1,,2,2,,,,,3,2,39,0.667,2,2,1,5,325,1,0.2,65,2009
40,Shane Andrus,3TM,29,K,5,0,,,,,,,1,,,,1,,,0,10,10,1,17,1041,2,0.118,61.2,2009
41,Thomas Morstead,NOR,23,P,16,0,,,,,,,,,,,,,,,,,,101,6733,27,0.267,66.7,2009
42,Pat McAfee,IND,22,P,16,0,,,,,,,,,,,,,,,,,,80,5468,21,0.263,68.4,2009
43,Michael Koenen,ATL,27,P,16,0,,,,,,,,,,,,,,,,,,73,4874,28,0.384,66.8,2009
44,Rhys Lloyd,CAR,27,K,16,0,,,,,,,,,,,,,,,,,,72,4768,21,0.292,66.2,2009
45,Jason Brown,STL,26,C,16,16,,,,,,,,,,,,,,,,,,52,3379,8,0.154,65,2009
46,Kroy Biermann,ATL,24,LB,16,2,,,,,,,,,,,,,,,,,,3,179,,,59.7,2009
