Rk,Player,Tm,Age,Pos,G,GS,0-19_FGA,0-19_FGM,20-29_FGA,20-29_FGM,30-39_FGA,30-39_FGM,40-49_FGA,40-49_FGM,50+_FGA,50+_FGM,Scoring_FGA,Scoring_FGM,Scoring_Lng,Scoring_FG%,Scoring_XPA,Scoring_XPM,Scoring_XP%,Kickoffs_KO,Kickoffs_KOYds,Kickoffs_TB,Kickoffs_TB%,Kickoffs_KOAvg,season
38,Harold Alexander,ATL,24,P,15,0,,,,,,,,,,,,,,,,,,1,62,,,62,1994
39,Rich Camarillo,HOU,35,P,16,0,,,,,,,,,,,,,,,,,,1,60,,,60,1994
40,Jeff Gossett,RAI,37,P,16,0,,,,,,,,,,,,,,,,,,1,66,,,66,1994
41,Craig Hentrich,GNB,23,P,16,0,,,,,,,,,,,,,,,,,,1,10,,,10,1994
42,Mike Horan,NYG,35,P,16,0,,,,,,,,,,,,,,,,,,1,50,,,50,1994
43,John Jett,DAL,26,P,16,0,,,,,,,,,,,,,,,,,,1,39,,,39,1994
44,Rohn Stark,IND,35,P,16,0,,,,,,,,,,,,,,,,,,1,51,,,51,1994
45,Rick Tuten,SEA,29,P,16,0,,,,,,,,,,,,,,,,,,1,63,,,63,1994
46,Klaus Wilmsmeyer,SFO,27,P,16,0,,,,,,,,,,,,,,,,,,1,47,,,47,1994
1,Jeff Jaeger,RAI,29,K,16,0,,,12,12,15,13,10,6,7,4,44,35,53,0.795,29,27,0.931,,,,,,1993
2,Jason Hanson,DET,23,K,16,0,1,1,8,8,15,15,12,7,7,3,43,34,53,0.791,28,28,1,78,4934,46,0.59,63.3,1993
3,John Carney,SDG,29,K,16,0,1,1,7,7,17,14,12,7,3,2,40,31,51,0.775,33,31,0.939,79,4718,12,0.152,59.7,1993
4,Chris Jacke,GNB,27,K,16,0,1,1,12,12,10,6,7,6,7,6,37,31,54,0.838,35,35,1,82,4675,7,0.085,57,1993
5,Kevin Butler,CHI,31,K,16,0,,,8,7,13,12,7,3,8,5,36,27,55,0.75,22,21,0.955,3,181,,,60.3,1993
6,Jason Elam,DEN,23,K,16,0,,,12,11,7,7,10,4,6,4,35,26,54,0.743,42,41,0.976,84,5060,20,0.238,60.2,1993
7,Morten Andersen,NOR,33,K,16,0,2,2,7,7,7,7,14,11,5,1,35,28,56,0.8,33,33,1,76,4825,35,0.461,63.5,1993
8,Fuad Reveiz,MIN,30,K,16,0,4,4,12,12,6,6,7,3,6,1,35,26,51,0.743,28,27,0.964,70,4097,9,0.129,58.5,1993
9,Al Del Greco,HOU,31,K,16,0,,,13,13,9,8,5,4,7,4,34,29,52,0.853,40,39,0.975,85,5283,22,0.259,62.2,1993
10,Eddie Murray,DAL,37,K,14,0,4,4,4,4,12,9,8,8,5,3,33,28,52,0.848,38,38,1,78,4517,11,0.141,57.9,1993
11,Pete Stoyanovich,MIA,26,K,16,0,2,2,10,9,11,7,7,4,2,2,32,24,52,0.75,37,37,1,77,4708,13,0.169,61.1,1993
12,Steve Christie,BUF,26,K,16,0,,,5,4,12,12,9,6,6,1,32,23,59,0.719,37,36,0.973,75,4532,28,0.373,60.4,1993
13,David Treadwell,NYG,28,K,16,0,3,3,12,11,10,7,6,4,,,31,25,46,0.806,29,28,0.966,6,264,,,44,1993
14,Dean Biasucci,IND,31,K,16,0,1,1,14,14,8,7,6,3,2,1,31,26,53,0.839,16,15,0.938,58,3195,16,0.276,55.1,1993
15,Doug Pelfrey,CIN,23,K,15,0,,,8,8,10,6,10,8,3,2,31,24,53,0.774,16,13,0.813,5,285,,,57,1993
16,Gary Anderson,PIT,34,K,16,0,1,1,9,8,14,14,6,5,,,30,28,46,0.933,32,32,1,76,4703,19,0.25,61.9,1993
17,Nick Lowery,KAN,37,K,16,0,,,8,8,9,7,11,7,1,1,29,23,52,0.793,37,37,1,73,4409,21,0.288,60.4,1993
18,Greg Davis,PHO,28,K,16,0,1,1,11,11,1,1,10,4,5,4,28,21,55,0.75,37,37,1,72,4444,15,0.208,61.7,1993
19,John Kasay,SEA,24,K,16,0,1,1,5,5,11,10,6,4,5,3,28,23,55,0.821,29,29,1,69,4242,15,0.217,61.5,1993
20,Chip Lohmiller,WAS,27,K,16,0,2,2,4,4,12,8,4,1,6,1,28,16,51,0.571,26,24,0.923,56,3483,20,0.357,62.2,1993
21,Norm Johnson,ATL,33,K,15,0,1,1,7,7,10,9,7,7,2,2,27,26,54,0.963,34,34,1,74,4259,9,0.122,57.6,1993
22,Mike Cofer,SFO,29,K,16,0,,,9,7,7,5,7,4,3,,26,16,46,0.615,61,59,0.967,92,5861,31,0.337,63.7,1993
23,Cary Blanchard,NYJ,25,K,16,0,1,1,8,7,5,4,10,5,2,,26,17,45,0.654,31,31,1,13,758,2,0.154,58.3,1993
24,Scott Sisson,NWE,22,K,13,0,1,1,13,8,4,3,6,2,2,,26,14,40,0.538,15,15,1,42,2542,12,0.286,60.5,1993
25,Tony Zendejas,RAM,33,K,16,0,,,7,6,5,4,3,,8,6,23,16,54,0.696,25,23,0.92,57,3425,10,0.175,60.1,1993
26,Matt Stover,CLE,25,K,16,0,,,4,4,6,5,8,6,4,1,22,16,53,0.727,36,36,1,66,4014,21,0.318,60.8,1993
27,Michael Husted,TAM,23,K,16,0,,,5,5,6,5,6,3,5,3,22,16,57,0.727,27,27,1,57,3327,25,0.439,58.4,1993
28,Matt Bahr,2TM,37,K,14,0,1,1,7,5,5,5,5,2,,,18,13,47,0.722,29,28,0.966,55,3231,8,0.145,58.7,1993
29,Roger Ruzek,PHI,33,K,5,0,,,4,4,5,3,1,1,,,10,8,46,0.8,16,13,0.813,29,1784,4,0.138,61.5,1993
30,Lin Elliott,DAL,25,K,2,0,,,1,1,1,,2,1,,,4,2,43,0.5,3,2,0.667,7,458,2,0.286,65.4,1993
31,Brad Daluiso,NYG,26,K,15,0,,,,,,,,,3,1,3,1,54,0.333,,,,64,4266,39,0.609,66.7,1993
32,Chris Gardocki,CHI,23,P,16,0,,,,,,,,,,,,,,,,,,61,3574,9,0.148,58.6,1993
33,Louie Aguiar,NYJ,27,P,16,0,,,,,,,,,,,,,,,,,,50,2907,8,0.16,58.1,1993
34,Lee Johnson,CIN,32,P,16,0,,,,,,,,,,,,,,,,,,49,3060,16,0.327,62.4,1993
35,Brian Hansen,CLE,33,P,16,0,,,,,,,,,,,,,,,,,,4,109,,,27.3,1993
36,Harold Alexander,ATL,23,P,16,0,,,,,,,,,,,,,,,,,,3,176,,,58.7,1993
37,Jeff Feagles,PHI,27,P,16,0,,,,,,,,,,,,,,,,,,2,67,,,33.5,1993
38,Rick Tuten,SEA,28,P,16,0,,,,,,,,,,,,,,,,,,2,94,,,47,1993
39,Klaus Wilmsmeyer,SFO,26,P,15,0,,,,,,,,,,,,,,,,,,2,114,,,57,1993
40,Tommy Barnhardt,NOR,30,P,16,0,,,,,,,,,,,,,,,,,,1,38,,,38,1993
41,Don Bracken,RAM,31,P,3,0,,,,,,,,,,,,,,,,,,1,,,,,1993
42,Dale Hatcher,MIA,30,P,16,0,,,,,,,,,,,,,,,,,,1,46,,,46,1993
43,John Jett,DAL,25,P,16,0,,,,,,,,,,,,,,,,,,1,48,,,48,1993
44,Reggie Roby,WAS,32,P,15,0,,,,,,,,,,,,,,,,,,1,67,,,67,1993
45,Tom Rouen,DEN,25,P,16,0,,,,,,,,,,,,,,,,,,1,46,,,46,1993
46,Mike Saxon,NWE,31,P,16,0,,,,,,,,,,,,,,,,,,1,55,,,55,1993
47,Rohn Stark,IND,34,P,16,0,,,,,,,,,,,,,,,,,,1,49,,,49,1993
48,Dan Stryzinski,TAM,28,P,16,0,,,,,,,,,,,,,,,,,,1,51,,,51,1993
1,Chip Lohmiller,WAS,26,K,16,0,2,2,9,9,15,9,12,8,2,2,40,30,53,0.75,30,30,1,73,4536,21,0.288,62.1,1992
2,Pete Stoyanovich,MIA,25,K,16,0,,,9,9,16,14,4,4,8,3,37,30,53,0.811,36,34,0.944,82,5109,17,0.207,62.3,1992
3,Gary Anderson,PIT,33,K,16,0,,,13,12,15,12,6,4,2,,36,28,49,0.778,31,29,0.935,72,4410,15,0.208,61.3,1992
4,Lin Elliott,DAL,24,K,16,0,,,7,6,14,10,10,5,4,3,35,24,53,0.686,48,47,0.979,88,5599,27,0.307,63.6,1992
5,Morten Andersen,NOR,32,K,16,0,,,10,10,10,8,11,8,3,3,34,29,52,0.853,34,33,0.971,81,5178,38,0.469,63.9,1992
6,John Carney,SDG,28,K,16,0,,,14,13,7,5,8,7,3,1,32,26,50,0.813,35,35,1,78,4899,23,0.295,62.8,1992
7,Steve Christie,BUF,25,K,16,0,2,2,9,9,6,3,8,7,5,3,30,24,54,0.8,44,43,0.977,84,5180,24,0.286,61.7,1992
8,Chris Jacke,GNB,26,K,16,0,,,7,5,10,9,9,6,3,2,29,22,53,0.759,30,30,1,68,3822,6,0.088,56.2,1992
9,Matt Stover,CLE,24,K,16,0,1,1,11,11,8,6,6,2,3,1,29,21,51,0.724,30,29,0.967,65,3895,14,0.215,59.9,1992
10,Dean Biasucci,IND,30,K,16,0,,,3,3,11,6,12,6,3,1,29,16,52,0.552,24,24,1,53,3183,15,0.283,60.1,1992
11,Mike Cofer,SFO,28,K,16,0,,,8,7,8,5,10,6,1,,27,18,46,0.667,54,53,0.981,87,5367,20,0.23,61.7,1992
12,Al Del Greco,HOU,30,K,16,0,3,3,9,8,6,5,8,4,1,1,27,21,54,0.778,41,41,1,76,4418,10,0.132,58.1,1992
13,Jim Breech,CIN,36,K,16,0,,,8,8,7,7,11,4,1,,27,19,48,0.704,31,31,1,4,183,,,45.8,1992
14,Kevin Butler,CHI,30,K,16,0,1,1,8,8,10,9,4,,3,1,26,19,50,0.731,34,34,1,17,993,2,0.118,58.4,1992
15,Jason Hanson,DET,22,K,16,0,,,5,5,10,10,6,4,5,2,26,21,52,0.808,30,30,1,64,3929,14,0.219,61.4,1992
16,Greg Davis,PHO,27,K,16,0,,,10,6,4,3,9,4,3,,26,13,49,0.5,28,28,1,52,3140,12,0.231,60.4,1992
17,Jeff Jaeger,RAI,28,K,16,0,,,5,3,6,4,9,5,6,3,26,15,54,0.577,28,28,1,,,,,,1992
18,Fuad Reveiz,MIN,29,K,16,0,,,6,4,7,7,8,5,4,3,25,19,52,0.76,45,45,1,78,4883,26,0.333,62.6,1992
19,Roger Ruzek,PHI,32,K,16,0,2,2,3,3,6,4,13,6,1,1,25,16,50,0.64,44,40,0.909,74,4389,17,0.23,59.3,1992
20,Nick Lowery,KAN,36,K,15,0,,,10,9,9,9,4,3,1,1,24,22,52,0.917,39,39,1,76,4467,12,0.158,58.8,1992
21,David Treadwell,DEN,27,K,16,0,1,1,10,9,8,6,5,4,,,24,20,46,0.833,28,28,1,1,9,,,9,1992
22,Norm Johnson,ATL,32,K,16,0,,,6,6,5,4,7,4,4,4,22,18,54,0.818,39,39,1,71,4278,11,0.155,60.3,1992
23,Cary Blanchard,NYJ,24,K,11,0,2,2,3,2,7,5,9,7,1,,22,16,47,0.727,17,17,1,,,,,,1992
24,John Kasay,SEA,23,K,16,0,,,5,4,11,8,6,2,,,22,14,43,0.636,14,14,1,43,2625,9,0.209,61,1992
25,Matt Bahr,NYG,36,K,12,0,2,2,1,1,11,10,5,3,2,,21,16,47,0.762,29,29,1,49,2788,5,0.102,56.9,1992
26,Tony Zendejas,RAM,32,K,16,0,2,2,4,3,9,7,5,3,,,20,15,49,0.75,38,38,1,69,4044,11,0.159,58.6,1992
27,Charlie Baumann,NWE,25,K,16,0,2,2,4,4,7,3,4,2,,,17,11,44,0.647,24,22,0.917,51,2854,5,0.098,56,1992
28,Ken Willis,2TM,26,K,15,0,,,4,4,4,1,8,5,,,16,10,45,0.625,27,27,1,57,3302,5,0.088,57.9,1992
29,Eddie Murray,2TM,36,K,8,0,,,,,4,2,4,2,1,1,9,5,52,0.556,13,13,1,26,1429,,,55,1992
30,Jason Staurovsky,NYJ,29,K,4,0,1,1,,,2,1,5,1,,,8,3,43,0.375,6,6,1,,,,,,1992
31,Brad Daluiso,DEN,25,K,16,0,,,,,,,,,1,,1,,,0,,,,65,4405,52,0.8,67.8,1992
32,Lee Johnson,CIN,31,P,16,0,,,,,,,,,1,,1,,,0,,,,62,3891,15,0.242,62.8,1992
33,Rich Camarillo,PHO,33,P,15,0,,,,,,,,,,,,,,,1,,0,5,260,,,52,1992
34,Louie Aguiar,NYJ,26,P,16,0,,,,,,,,,,,,,,,,,,58,3174,12,0.207,54.7,1992
35,Chris Gardocki,CHI,22,P,16,0,,,,,,,,,,,,,,,,,,52,2874,9,0.173,55.3,1992
36,Kelly Goodburn,WAS,30,P,16,0,,,,,,,,,,,,,,,,,,2,110,,,55,1992
37,Brian Hansen,CLE,32,P,16,0,,,,,,,,,,,,,,,,,,2,,,,,1992
38,Dan Stryzinski,TAM,27,P,16,0,,,,,,,,,,,,,,,,,,2,116,,,58,1992
39,Rick Tuten,SEA,27,P,16,0,,,,,,,,,,,,,,,,,,2,84,,,42,1992
40,Shawn McCarthy,NWE,24,P,16,0,,,,,,,,,,,,,,,,,,1,35,,,35,1992
41,Joe Prokop,2TM,32,P,8,0,,,,,,,,,,,,,,,,,,1,56,,,56,1992
42,Ruben Rodriguez,2TM,27,P,9,0,,,,,,,,,,,,,,,,,,1,49,,,49,1992
43,Rohn Stark,IND,33,P,16,0,,,,,,,,,,,,,,,,,,1,48,,,48,1992
1,Chip Lohmiller,WAS,25,K,16,0,,,9,9,12,10,17,10,5,2,43,31,53,0.721,56,56,1,102,6359,34,0.333,62.3,1991
2,Ken Willis,DAL,25,K,16,0,2,2,6,6,11,9,13,6,7,4,39,27,54,0.692,37,37,1,80,4546,3,0.038,56.8,1991
3,Pat Leahy,NYJ,40,K,15,0,3,3,16,13,11,9,5,1,2,,37,26,40,0.703,30,30,1,7,301,,,43,1991
4,Pete Stoyanovich,MIA,24,K,14,0,2,2,8,8,12,11,10,7,5,3,37,31,53,0.838,29,28,0.966,71,4277,11,0.155,60.2,1991
5,David Treadwell,DEN,26,K,16,0,5,5,10,10,12,9,9,3,,,36,27,47,0.75,32,31,0.969,75,4202,8,0.107,56,1991
6,Jeff Jaeger,RAI,27,K,16,0,3,3,7,7,13,10,7,7,4,2,34,29,53,0.853,30,29,0.967,74,4300,15,0.203,58.1,1991
7,Gary Anderson,PIT,32,K,16,0,,,10,8,11,9,6,5,6,1,33,23,54,0.697,31,31,1,69,4379,24,0.348,63.5,1991
8,Roger Ruzek,PHI,31,K,16,0,2,2,8,8,10,9,10,8,3,1,33,28,51,0.848,29,27,0.931,73,4485,14,0.192,61.4,1991
9,Morten Andersen,NOR,31,K,16,0,,,6,6,13,11,9,6,4,2,32,25,60,0.781,38,38,1,79,5157,43,0.544,65.3,1991
10,John Kasay,SEA,22,K,16,0,1,1,6,5,14,11,7,6,3,2,31,25,54,0.806,28,27,0.964,65,3943,15,0.231,60.7,1991
11,Nick Lowery,KAN,35,K,16,0,2,2,11,11,8,8,7,4,2,,30,25,48,0.833,35,35,1,74,4453,13,0.176,60.2,1991
12,Greg Davis,PHO,26,K,16,0,,,6,6,7,7,10,5,7,3,30,21,52,0.7,19,19,1,56,3352,11,0.196,59.9,1991
13,Scott Norwood,BUF,31,K,16,0,1,1,8,7,7,3,9,5,4,2,29,18,52,0.621,58,56,0.966,16,892,2,0.125,55.8,1991
14,Kevin Butler,CHI,29,K,16,0,1,1,11,9,5,3,9,5,3,1,29,19,50,0.655,34,32,0.941,51,2874,4,0.078,56.4,1991
15,John Carney,SDG,27,K,16,0,1,1,6,6,8,6,10,4,4,2,29,19,54,0.655,31,31,1,66,3936,12,0.182,59.6,1991
16,Jim Breech,CIN,35,K,16,0,,,10,9,10,8,6,5,3,1,29,23,50,0.793,27,27,1,1,9,,,9,1991
17,Matt Bahr,NYG,35,K,13,0,,,6,6,8,6,12,9,3,1,29,22,54,0.759,25,24,0.96,59,3281,11,0.186,55.6,1991
18,Mike Cofer,SFO,27,K,16,0,,,5,5,10,3,10,4,3,2,28,14,50,0.5,50,49,0.98,80,4878,13,0.163,61,1991
19,Eddie Murray,DET,35,K,16,0,1,1,4,3,10,8,9,5,4,2,28,19,50,0.679,40,40,1,70,3664,2,0.029,52.3,1991
20,Dean Biasucci,IND,29,K,16,0,1,1,5,5,4,3,13,5,3,1,26,15,56,0.577,14,14,1,45,2501,8,0.178,55.6,1991
21,Fuad Reveiz,MIN,28,K,16,0,,,9,9,3,3,7,3,5,2,24,17,50,0.708,35,34,0.971,69,4089,21,0.304,59.3,1991
22,Chris Jacke,GNB,25,K,16,0,,,9,9,5,4,9,4,1,1,24,18,53,0.75,31,31,1,63,3773,15,0.238,59.9,1991
23,Norm Johnson,ATL,31,K,14,0,,,9,9,4,4,8,5,2,1,23,19,50,0.826,39,38,0.974,72,4434,6,0.083,61.6,1991
24,Matt Stover,CLE,23,K,16,0,2,1,3,2,9,8,6,3,2,2,22,16,55,0.727,34,33,0.971,66,3929,15,0.227,59.5,1991
25,Steve Christie,TAM,24,K,16,0,1,1,4,4,11,7,4,3,,,20,15,49,0.75,22,22,1,52,3174,18,0.346,61,1991
26,Jason Staurovsky,NWE,28,K,9,0,1,1,3,2,12,9,3,1,,,19,13,42,0.684,11,10,0.909,28,1616,5,0.179,57.7,1991
27,Ian Howfield,HOU,25,K,9,0,1,1,7,7,6,4,2,1,2,,18,13,46,0.722,29,25,0.862,53,3266,11,0.208,61.6,1991
28,Tony Zendejas,RAM,31,K,16,0,,,4,4,8,8,3,3,2,2,17,17,50,1,26,25,0.962,58,3456,13,0.224,59.6,1991
29,Al Del Greco,HOU,29,K,7,0,1,1,5,4,3,2,3,2,1,1,13,10,52,0.769,16,16,1,31,1739,4,0.129,56.1,1991
30,Charlie Baumann,2TM,24,K,9,0,,,3,3,3,1,5,5,1,,12,9,48,0.75,16,15,0.938,36,2074,3,0.083,57.6,1991
31,Raul Allegre,2TM,32,K,4,0,,,2,2,2,2,2,1,,,6,5,44,0.833,7,7,1,10,614,1,0.1,61.4,1991
32,Brad Daluiso,2TM,24,K,16,0,,,3,2,,,,,,,3,2,23,0.667,2,2,1,83,5006,30,0.361,60.3,1991
33,Lee Johnson,CIN,30,P,16,0,,,,,,,,,3,1,3,1,53,0.333,,,,67,4134,27,0.403,61.7,1991
34,Louie Aguiar,NYJ,25,P,16,0,,,2,1,,,,,,,2,1,23,0.5,,,,67,3577,5,0.075,53.4,1991
35,Rick Tuten,SEA,26,P,10,0,,,,,,,,,,,,,,,,,,5,215,,,43,1991
36,Shawn McCarthy,NWE,23,P,13,0,,,,,,,,,,,,,,,,,,4,197,,,49.3,1991
37,Bryan Barker,KAN,27,P,16,0,,,,,,,,,,,,,,,,,,1,64,,,64,1991
38,Jeff Feagles,PHI,25,P,16,0,,,,,,,,,,,,,,,,,,1,56,,,56,1991
39,Brian Hansen,CLE,31,P,16,0,,,,,,,,,,,,,,,,,,1,48,,,48,1991
40,Dale Hatcher,RAM,28,P,13,0,,,,,,,,,,,,,,,,,,1,53,,,53,1991
41,Harry Newsome,MIN,28,P,16,0,,,,,,,,,,,,,,,,,,1,78,,,78,1991
42,Mark Royals,TAM,26,P,16,0,,,,,,,,,,,,,,,,,,1,49,,,49,1991
43,Rohn Stark,IND,32,P,16,0,,,,,,,,,,,,,,,,,,1,42,,,42,1991
1,Chip Lohmiller,WAS,24,K,16,0,2,2,10,10,14,12,6,3,8,3,40,30,56,0.75,41,41,1,,,,,,1990
2,Nick Lowery,KAN,34,K,16,0,2,2,5,5,22,21,7,6,1,,37,34,48,0.919,38,37,0.974,,,,,,1990
3,Kevin Butler,CHI,28,K,16,0,1,1,8,8,8,5,13,8,7,4,37,26,52,0.703,37,36,0.973,,,,,,1990
4,Mike Cofer,SFO,26,K,16,0,,,10,10,9,7,11,5,6,2,36,24,56,0.667,39,39,1,,,,,,1990
5,David Treadwell,DEN,25,K,16,0,,,14,13,6,4,13,8,1,,34,25,49,0.735,36,34,0.944,,,,,,1990
6,Greg Davis,ATL,25,K,16,0,,,6,6,9,8,13,6,5,2,33,22,53,0.667,40,40,1,,,,,,1990
7,Norm Johnson,SEA,30,K,16,0,2,2,7,7,14,8,6,5,3,1,32,23,51,0.719,34,33,0.971,,,,,,1990
8,Chris Jacke,GNB,24,K,16,0,,,9,9,13,10,4,2,4,2,30,23,53,0.767,29,28,0.966,,,,,,1990
9,Scott Norwood,BUF,30,K,16,0,,,11,9,8,5,10,6,,,29,20,48,0.69,52,50,0.962,,,,,,1990
10,Roger Ruzek,PHI,30,K,16,0,2,2,7,5,12,9,7,4,1,1,29,21,53,0.724,48,45,0.938,,,,,,1990
11,Al Del Greco,PHO,28,K,16,0,1,1,4,4,10,7,6,3,6,2,27,17,50,0.63,31,31,1,,,,,,1990
12,Morten Andersen,NOR,30,K,16,0,,,5,5,6,5,12,8,4,3,27,21,52,0.778,29,29,1,,,,,,1990
13,Steve Christie,TAM,23,K,16,0,,,7,7,13,10,5,4,2,2,27,23,55,0.852,27,27,1,,,,,,1990
14,Pat Leahy,NYJ,39,K,16,0,2,2,12,12,7,6,5,3,,,26,23,47,0.885,32,32,1,,,,,,1990
15,Pete Stoyanovich,MIA,23,K,16,0,2,2,8,7,7,6,5,4,3,2,25,21,53,0.84,37,37,1,,,,,,1990
16,Gary Anderson,PIT,31,K,16,0,1,1,3,3,8,8,11,8,2,,25,20,48,0.8,32,32,1,,,,,,1990
17,Ken Willis,DAL,24,K,16,0,,,4,4,9,7,8,7,4,,25,18,49,0.72,26,26,1,,,,,,1990
18,Mike Lansford,RAM,32,K,16,0,4,3,4,4,7,5,9,3,,,24,15,46,0.625,43,42,0.977,,,,,,1990
19,Dean Biasucci,IND,28,K,16,0,1,1,6,5,8,7,4,2,5,2,24,17,55,0.708,33,32,0.97,,,,,,1990
20,Matt Bahr,NYG,34,K,13,0,2,2,7,7,3,3,9,5,2,,23,17,49,0.739,30,29,0.967,,,,,,1990
21,Jason Staurovsky,NWE,27,K,16,0,1,1,3,3,3,3,11,8,4,1,22,16,53,0.727,19,19,1,,,,,,1990
22,Jim Breech,CIN,34,K,16,0,,,6,6,6,5,9,6,,,21,17,46,0.81,44,41,0.932,,,,,,1990
23,John Carney,2TM,26,K,13,0,2,2,8,8,7,6,3,3,1,,21,19,43,0.905,28,27,0.964,,,,,,1990
24,Jeff Jaeger,RAI,26,K,16,0,1,1,5,5,3,2,9,6,2,1,20,15,50,0.75,42,40,0.952,,,,,,1990
25,Teddy Garcia,HOU,26,K,9,0,,,5,5,5,4,7,5,3,,20,14,49,0.7,28,26,0.929,,,,,,1990
26,Jerry Kauric,CLE,27,K,14,0,,,5,5,8,5,7,4,,,20,14,47,0.7,27,24,0.889,,,,,,1990
27,Eddie Murray,DET,34,K,11,0,,,6,6,6,4,5,3,2,,19,13,47,0.684,34,34,1,,,,,,1990
28,Fuad Reveiz,2TM,27,K,13,0,1,1,6,5,4,3,8,4,,,19,13,45,0.684,27,26,0.963,,,,,,1990
29,Donald Igwebuike,MIN,30,K,8,0,,,5,5,6,6,5,3,,,16,14,48,0.875,19,19,1,,,,,,1990
30,Tony Zendejas,HOU,30,K,7,0,,,3,2,5,3,4,2,,,12,7,45,0.583,21,20,0.952,,,,,,1990
31,Rich Karlis,DET,31,K,6,0,,,3,3,3,1,,,1,,7,4,39,0.571,12,12,1,,,,,,1990
32,Raul Allegre,NYG,31,K,3,0,,,1,1,1,1,3,2,,,5,4,46,0.8,9,9,1,,,,,,1990
33,Lee Johnson,CIN,29,P,16,0,,,,,,,,,1,,1,,,0,,,,,,,,,1990
1,Chip Lohmiller,WAS,23,K,16,0,2,2,11,11,15,13,11,3,1,,40,29,48,0.725,41,41,1,,,,,,1989
2,Rich Karlis,MIN,30,K,13,0,3,3,15,14,6,5,12,8,3,1,39,31,51,0.795,28,27,0.964,,,,,,1989
3,Tony Zendejas,HOU,29,K,16,0,1,1,9,8,14,9,11,5,2,2,37,25,52,0.676,40,40,1,,,,,,1989
4,Mike Cofer,SFO,25,K,16,0,3,3,8,8,9,8,15,10,1,,36,29,47,0.806,51,49,0.961,,,,,,1989
5,Jeff Jaeger,RAI,25,K,16,0,1,1,10,8,9,8,12,5,2,1,34,23,50,0.676,34,34,1,,,,,,1989
6,Greg Davis,2TM,24,K,15,0,,,6,6,12,8,14,7,2,2,34,23,52,0.676,28,25,0.893,,,,,,1989
7,David Treadwell,DEN,24,K,16,0,3,3,14,13,8,8,7,3,1,,33,27,46,0.818,40,39,0.975,,,,,,1989
8,Nick Lowery,KAN,33,K,16,0,1,1,6,6,14,10,9,6,3,1,33,24,50,0.727,35,34,0.971,,,,,,1989
9,Mike Lansford,RAM,31,K,16,0,1,1,8,7,7,7,10,8,4,,30,23,48,0.767,51,51,1,,,,,,1989
10,Scott Norwood,BUF,29,K,16,0,,,6,5,9,8,15,10,,,30,23,48,0.767,47,46,0.979,,,,,,1989
11,Gary Anderson,PIT,30,K,16,0,2,2,5,5,8,5,15,9,,,30,21,49,0.7,28,28,1,,,,,,1989
12,Morten Andersen,NOR,29,K,16,0,,,8,7,11,10,6,3,4,,29,20,49,0.69,45,44,0.978,,,,,,1989
13,Chris Jacke,GNB,23,K,16,0,1,1,9,9,6,4,9,7,3,1,28,22,52,0.786,42,42,1,,,,,,1989
14,Donald Igwebuike,TAM,29,K,16,0,,,9,9,6,6,10,5,3,2,28,22,53,0.786,35,33,0.943,,,,,,1989
15,Dean Biasucci,IND,27,K,16,0,2,2,6,6,10,9,5,3,4,1,27,21,55,0.778,32,31,0.969,,,,,,1989
16,Pete Stoyanovich,MIA,22,K,16,0,1,1,8,8,6,5,8,4,3,1,26,19,59,0.731,39,38,0.974,,,,,,1989
17,Al Del Greco,PHO,27,K,16,0,,,7,7,6,5,11,5,2,1,26,18,50,0.692,29,28,0.966,,,,,,1989
18,Raul Allegre,NYG,30,K,10,0,,,6,6,9,8,9,5,2,1,26,20,52,0.769,24,23,0.958,,,,,,1989
19,Chris Bahr,SDG,36,K,16,0,,,6,6,9,6,6,4,4,1,25,17,53,0.68,30,29,0.967,,,,,,1989
20,Norm Johnson,SEA,29,K,16,0,1,1,7,6,4,3,8,4,5,1,25,15,50,0.6,27,27,1,,,,,,1989
21,Matt Bahr,CLE,33,K,16,0,,,5,5,8,6,9,4,2,1,24,16,50,0.667,40,40,1,,,,,,1989
22,Luis Zendejas,2TM,28,K,15,0,1,1,3,3,6,4,12,6,2,,24,14,47,0.583,33,33,1,,,,,,1989
23,Roger Ruzek,2TM,29,K,14,0,2,2,4,3,10,6,5,2,1,,22,13,46,0.591,29,28,0.966,,,,,,1989
24,Eddie Murray,DET,33,K,16,0,,,3,3,9,8,8,8,1,1,21,20,50,0.952,36,36,1,,,,,,1989
25,Pat Leahy,NYJ,38,K,16,0,1,1,7,6,4,3,8,4,1,,21,14,46,0.667,30,29,0.967,,,,,,1989
26,Paul McFadden,ATL,28,K,9,0,1,1,4,4,7,6,6,2,2,2,20,15,54,0.75,18,18,1,,,,,,1989
27,Kevin Butler,CHI,27,K,16,0,,,6,6,7,6,5,3,1,,19,15,46,0.789,45,43,0.956,,,,,,1989
28,Jason Staurovsky,NWE,26,K,7,0,,,4,4,7,5,5,4,1,1,17,14,50,0.824,14,14,1,,,,,,1989
29,Jim Breech,CIN,33,K,12,0,,,9,9,4,3,1,,,,14,12,38,0.857,38,37,0.974,,,,,,1989
30,Bjorn Nittmo,NYG,23,K,6,0,,,5,4,5,5,2,,,,12,9,39,0.75,13,12,0.923,,,,,,1989
31,Steve DeLine,PHI,28,K,3,0,,,,,2,1,5,2,,,7,3,49,0.429,3,3,1,,,,,,1989
32,Jim Gallery,CIN,28,K,4,0,,,1,1,1,,4,1,,,6,2,47,0.333,13,13,1,,,,,,1989
